Time,F1,F2,F1
0.0131,-0.212889645782557,0.0313952597646864,-0.851558583130149
0.0132,-0.12434494358245,-0.0936906572928324,-0.497379774329716
0.0133,-0.03139525976468,-0.212889645782508,-0.125581039058635
0.0134,0.0626666167821284,-0.31871199487432,0.250666467128605
0.0135,0.15450849718745,-0.404508497187454,0.61803398874989
0.0136,0.240876837050834,-0.464888242944113,0.963507348203424
0.0137,0.318711994874324,-0.496057350657235,1.27484797949738
0.0138,0.385256621387877,-0.496057350657243,1.54102648555158
0.0139,0.438153340021918,-0.464888242944139,1.75261336008772
0.014,0.475528258147568,-0.404508497187495,1.90211303259031
0.0141,0.496057350657235,-0.318711994874373,1.98422940262896
0.0142,0.499013364214138,-0.21288964578257,1.99605345685654
0.0143,0.484291580564323,-0.0936906572929,1.93716632225726
0.0144,0.452413526233023,0.0313952597646177,1.80965410493204
0.0145,0.404508497187492,0.154508497187436,1.61803398874989
0.0146,0.342273552964368,0.267913397489464,1.36909421185738
0.0147,0.267913397489526,0.364484313710677,1.071653589958
0.0148,0.18406227634237,0.438153340021912,0.736249105369354
0.0149,0.0936906572928955,0.484291580564305,0.374762629171449
0.015,3.43018710082211E-14,0.5,2.20436423846524E-15
0.0151,-0.0936906572928281,0.484291580564326,-0.374762629171445
0.0152,-0.184062276342306,0.438153340021953,-0.73624910536935
0.0153,-0.267913397489468,0.364484313710737,-1.07165358995799
0.0154,-0.342273552964318,0.267913397489537,-1.36909421185737
0.0155,-0.404508497187452,0.154508497187518,-1.61803398874989
0.0156,-0.452413526232994,0.0313952597647043,-1.80965410493204
0.0157,-0.484291580564306,-0.0936906572928148,-1.93716632225726
0.0158,-0.499013364214133,-0.212889645782492,-1.99605345685654
0.0159,-0.496057350657244,-0.318711994874306,-1.98422940262896
0.016,-0.475528258147589,-0.404508497187444,-1.90211303259031
0.0161,-0.438153340021951,-0.464888242944107,-1.75261336008773
0.0162,-0.385256621387921,-0.496057350657232,-1.54102648555158
0.0163,-0.318711994874377,-0.496057350657246,-1.27484797949739
0.0164,-0.240876837050894,-0.464888242944145,-0.963507348203428
0.0165,-0.154508497187514,-0.404508497187506,-0.618033988749894
0.0166,-0.0626666167821947,-0.318711994874387,-0.250666467128609
0.0167,0.0313952597646133,-0.212889645782587,0.125581039058624
0.0168,0.124344943582385,-0.0936906572929176,0.497379774329704
0.0169,0.212889645782496,0.0313952597645998,0.851558583130139
0.017,0.2938926261462,0.154508497187419,1.17557050458495
0.0171,0.364484313710673,0.267913397489449,1.45793725484282
0.0172,0.422163962750983,0.364484313710663,1.68865585100403
0.0173,0.464888242944108,0.438153340021901,1.8595529717765
0.0174,0.491143625364335,0.4842915805643,1.96457450145738
0.0175,0.5,0.5,2
0.0175999999999999,0.491143625364353,0.484291580564332,1.96457450145745
0.0177,0.464888242944144,0.438153340021964,1.8595529717765
0.0177999999999999,0.422163962751034,0.364484313710752,1.68865585100424
0.0178999999999999,0.364484313710741,0.267913397489555,1.45793725484309
0.0179999999999999,0.293892626146277,0.154508497187539,1.17557050458525
0.0180999999999999,0.212889645782584,0.0313952597647257,0.85155858313049
0.0181999999999999,0.124344943582477,-0.0936906572927937,0.497379774330074
0.0182999999999999,0.0313952597647104,-0.212889645782472,0.125581039059012
0.0183999999999999,-0.0626666167821,-0.31871199487429,-0.250666467128231
0.0184999999999999,-0.154508497187422,-0.404508497187431,-0.618033988749524
0.0185999999999999,-0.240876837050811,-0.464888242944099,-0.963507348203106
0.0186999999999999,-0.318711994874302,-0.49605735065723,-1.27484797949709
0.0187999999999999,-0.38525662138786,-0.496057350657248,-1.54102648555134
0.0188999999999999,-0.438153340021904,-0.464888242944153,-1.75261336008754
0.0189999999999999,-0.47552825814756,-0.404508497187518,-1.90211303259019
0.0190999999999999,-0.496057350657232,-0.318711994874404,-1.98422940262891
0.0191999999999999,-0.499013364214139,-0.212889645782606,-1.99605345685657
0.0192999999999999,-0.48429158056433,-0.0936906572929386,-1.93716632225736
0.0193999999999999,-0.452413526233034,0.0313952597645784,-1.8096541049322
0.0194999999999999,-0.404508497187509,0.154508497187398,-1.61803398875012
0.0195999999999999,-0.342273552964387,0.267913397489431,-1.36909421185766
0.0196999999999999,-0.26791339748955,0.364484313710651,-1.07165358995831
0.0197999999999999,-0.184062276342395,0.438153340021893,-0.736249105369711
0.0198999999999999,-0.0936906572929236,0.484291580564295,-0.37476262917182
0.0199999999999999,-6.11309206190969E-14,0.5,-3.86632229628408E-13
0.0200999999999999,0.0936906572928,0.484291580564336,0.374762629171074
0.0201999999999999,0.184062276342281,0.438153340021972,0.736249105368992
0.0202999999999999,0.267913397489444,0.364484313710764,1.07165358995768
0.0203999999999999,0.342273552964296,0.267913397489571,1.3690942118571
0.0204999999999999,0.404508497187435,0.154508497187556,1.61803398874967
0.0205999999999999,0.452413526232981,0.0313952597647435,1.80965410493188
0.0206999999999999,0.484291580564299,-0.0936906572927762,1.93716632225717
0.0207999999999999,0.499013364214131,-0.212889645782456,1.99605345685652
0.0208999999999999,0.496057350657247,-0.318711994874276,1.984229402629
0.0209999999999999,0.475528258147598,-0.404508497187421,1.90211303259042
0.0210999999999999,0.438153340021965,-0.464888242944092,1.75261336008791
0.0211999999999999,0.38525662138794,-0.496057350657228,1.54102648555182
0.0212999999999999,0.318711994874399,-0.49605735065725,1.27484797949767
0.0213999999999999,0.240876837050921,-0.46488824294416,0.963507348203771
0.0214999999999999,0.154508497187541,-0.404508497187529,0.618033988750259
0.0215999999999999,0.0626666167822248,-0.318711994874417,0.250666467128984
0.0216999999999999,-0.0313952597645848,-0.212889645782622,-0.12558103905824
0.0217999999999999,-0.124344943582355,-0.0936906572929562,-0.497379774329339
0.0218999999999999,-0.21288964578247,0.0313952597645606,-0.851558583129791
0.0219999999999999,-0.293892626146176,0.154508497187381,-1.17557050458464
0.0220999999999999,-0.364484313710655,0.267913397489416,-1.45793725484256
0.0221999999999999,-0.422163962750967,0.364484313710638,-1.68865585100383
0.0222999999999999,-0.464888242944098,0.438153340021884,-1.85955297177636
0.0223999999999999,-0.49114362536433,0.484291580564291,-1.96457450145731
0.0224999999999999,-0.5,0.5,-2
0.0225999999999999,-0.491143625364359,0.484291580564341,-1.96457450145745
0.0226999999999999,-0.464888242944154,0.438153340021981,-1.85955297177664
0.0227999999999999,-0.42216396275105,0.364484313710776,-1.68865585100423
0.0228999999999999,-0.364484313710759,0.267913397489586,-1.45793725484309
0.0229999999999999,-0.293892626146302,0.154508497187573,-1.17557050458525
0.0230999999999999,-0.212889645782608,0.0313952597647614,-0.851558583130498
0.0231999999999999,-0.124344943582507,-0.0936906572927586,-0.497379774330068
0.0232999999999999,-0.0313952597647371,-0.21288964578244,-0.125581039059005
0.0233999999999999,0.0626666167820699,-0.318711994874262,0.250666467128223
0.0234999999999999,0.154508497187396,-0.40450849718741,0.61803398874953
0.0235999999999999,0.240876837050784,-0.464888242944086,0.963507348203086
0.0236999999999999,0.318711994874281,-0.496057350657225,1.27484797949709
0.0237999999999999,0.38525662138784,-0.496057350657253,1.54102648555133
0.0238999999999999,0.438153340021891,-0.464888242944166,1.75261336008755
0.0239999999999999,0.47552825814755,-0.404508497187539,1.90211303259019
0.0240999999999999,0.496057350657228,-0.318711994874431,1.98422940262891
0.0241999999999999,0.499013364214141,-0.212889645782638,1.99605345685657
0.0242999999999999,0.484291580564337,-0.0936906572929738,1.93716632225735
0.0243999999999999,0.452413526233047,0.0313952597645427,1.8096541049322
0.0244999999999999,0.404508497187525,0.154508497187364,1.61803398875012
0.0245999999999999,0.342273552964409,0.267913397489401,1.36909421185766
0.0246999999999999,0.267913397489573,0.364484313710626,1.07165358995831
0.0247999999999999,0.184062276342423,0.438153340021875,0.736249105369719
0.0248999999999999,0.0936906572929499,0.484291580564286,0.374762629171814
0.0249999999999999,9.15126839087733E-14,0.5,3.80261590350295E-13
0.0250999999999999,-0.0936906572927702,0.484291580564345,-0.374762629171081
0.0251999999999999,-0.184062276342253,0.43815334002199,-0.736249105368998
0.0252999999999999,-0.267913397489418,0.364484313710791,-1.07165358995767
0.0253999999999999,-0.342273552964276,0.267913397489604,-1.36909421185709
0.0254999999999999,-0.404508497187417,0.154508497187593,-1.61803398874967
0.0255999999999999,-0.452413526232969,0.0313952597647827,-1.80965410493188
0.0256999999999999,-0.484291580564291,-0.0936906572927375,-1.93716632225717
0.0257999999999999,-0.49901336421413,-0.212889645782421,-1.99605345685652
0.0258999999999999,-0.496057350657251,-0.318711994874246,-1.984229402629
0.0259999999999999,-0.475528258147607,-0.404508497187398,-1.90211303259042
0.0260999999999999,-0.43815334002198,-0.464888242944078,-1.75261336008791
0.0261999999999999,-0.385256621387957,-0.496057350657223,-1.54102648555182
0.0262999999999999,-0.318711994874422,-0.496057350657255,-1.27484797949768
0.0263999999999999,-0.240876837050944,-0.464888242944174,-0.963507348203765
0.0264999999999999,-0.15450849718757,-0.404508497187552,-0.618033988750267
0.0265999999999999,-0.0626666167822514,-0.318711994874448,-0.250666467128978
0.0266999999999999,0.0313952597645545,-0.212889645782658,0.125581039058246
0.0267999999999999,0.124344943582329,-0.0936906572929948,0.497379774329345
0.0268999999999999,0.212889645782443,0.0313952597645213,0.851558583129796
0.0269999999999999,0.293892626146154,0.154508497187344,1.17557050458464
0.0270999999999999,0.364484313710634,0.267913397489383,1.45793725484256
0.0271999999999999,0.422163962750952,0.364484313710611,1.68865585100383
0.0272999999999999,0.464888242944087,0.438153340021865,1.85955297177636
0.0273999999999999,0.491143625364325,0.484291580564281,1.9645745014573
0.0274999999999999,0.5,0.5,2
0.0275999999999999,0.491143625364364,0.48429158056435,1.96457450145745
0.0276999999999999,0.464888242944165,0.438153340022,1.85955297177665
0.0277999999999999,0.422163962751065,0.364484313710803,1.68865585100424
0.0278999999999999,0.36448431371078,0.267913397489619,1.45793725484308
0.0279999999999999,0.293892626146324,0.15450849718761,1.17557050458526
0.0280999999999999,0.212889645782636,0.0313952597648006,0.851558583130492
0.0281999999999999,0.124344943582533,-0.09369065729272,0.497379774330089
0.0282999999999999,0.0313952597647675,-0.212889645782405,0.125581039058999
0.0283999999999999,-0.0626666167820432,-0.318711994874232,-0.250666467128229
0.0284999999999999,-0.154508497187367,-0.404508497187387,-0.618033988749536
0.0285999999999999,-0.24087683705076,-0.464888242944071,-0.963507348203092
0.0286999999999999,-0.318711994874258,-0.49605735065722,-1.27484797949709
0.0287999999999999,-0.385256621387823,-0.496057350657258,-1.54102648555133
0.0288999999999999,-0.438153340021877,-0.464888242944181,-1.75261336008755
0.0289999999999999,-0.475528258147542,-0.404508497187562,-1.90211303259019
0.0290999999999999,-0.496057350657224,-0.318711994874461,-1.98422940262891
0.0291999999999999,-0.499013364214143,-0.212889645782674,-1.99605345685657
0.0292999999999999,-0.484291580564345,-0.0936906572930124,-1.93716632225736
0.0293999999999999,-0.452413526233059,0.0313952597645035,-1.8096541049322
0.0294999999999999,-0.404508497187543,0.154508497187327,-1.61803398875012
0.0295999999999999,-0.342273552964432,0.267913397489367,-1.36909421185765
0.0296999999999999,-0.267913397489598,0.364484313710599,-1.07165358995832
0.0297999999999999,-0.184062276342451,0.438153340021856,-0.736249105369713
0.0298999999999999,-0.0936906572929798,0.484291580564276,-0.374762629171835
0.0299999999999999,-1.2189444719845E-13,0.5,-3.88101805787385E-13
0.0300999999999999,0.0936906572927438,0.484291580564355,0.374762629171073
0.0301999999999999,0.184062276342225,0.438153340022009,0.736249105369004
0.0302999999999999,0.267913397489395,0.364484313710815,1.07165358995767
0.0303999999999999,0.342273552964254,0.267913397489634,1.3690942118571
0.0304999999999999,0.404508497187402,0.154508497187627,1.61803398874966
0.0305999999999999,0.452413526232956,0.0313952597648184,1.80965410493188
0.0306999999999999,0.484291580564285,-0.0936906572927024,1.93716632225717
0.0307999999999999,0.499013364214128,-0.212889645782388,1.99605345685652
0.0308999999999999,0.496057350657255,-0.318711994874218,1.984229402629
0.0309999999999999,0.475528258147616,-0.404508497187377,1.90211303259043
0.0310999999999999,0.438153340021993,-0.464888242944065,1.75261336008792
0.0311999999999999,0.385256621387976,-0.496057350657218,1.54102648555182
0.0312999999999999,0.31871199487444,-0.49605735065726,1.27484797949768
0.0313999999999999,0.240876837050965,-0.464888242944185,0.96350734820376
0.0314999999999999,0.154508497187585,-0.404508497187564,0.618033988750247
0.0315999999999999,0.0626666167822675,-0.318711994874464,0.250666467128999
0.0316999999999999,-0.0313952597645419,-0.212889645782671,-0.125581039058253
0.0317999999999999,-0.124344943582321,-0.093690657293002,-0.497379774329324
0.0318999999999999,-0.212889645782438,0.031395259764514,-0.851558583129802
0.0319999999999999,-0.293892626146152,0.154508497187344,-1.17557050458462
0.0320999999999999,-0.364484313710635,0.267913397489382,-1.45793725484256
0.0321999999999999,-0.422163962750953,0.364484313710616,-1.68865585100383
0.0322999999999999,-0.46488824294409,0.438153340021872,-1.85955297177636
0.0323999999999999,-0.491143625364326,0.484291580564284,-1.96457450145731
0.0324999999999999,-0.5,0.5,-2
0.0325999999999999,-0.491143625364361,0.484291580564345,-1.96457450145745
0.0326999999999999,-0.464888242944158,0.438153340021986,-1.85955297177664
0.0327999999999999,-0.422163962751052,0.364484313710779,-1.68865585100424
0.0328999999999999,-0.364484313710762,0.267913397489589,-1.45793725484308
0.0329999999999999,-0.293892626146299,0.15450849718757,-1.17557050458527
0.0330999999999999,-0.212889645782605,0.0313952597647583,-0.851558583130486
0.0331999999999999,-0.124344943582497,-0.0936906572927686,-0.497379774330069
0.0332999999999999,-0.0313952597647269,-0.212889645782456,-0.125581039059007
0.0333999999999999,0.0626666167820836,-0.318711994874276,0.250666467128236
0.0334999999999999,0.154508497187413,-0.404508497187425,0.618033988749529
0.0335999999999999,0.240876837050802,-0.464888242944095,0.963507348203097
0.0336999999999999,0.3187119948743,-0.496057350657229,1.27484797949708
0.0337999999999999,0.385256621387858,-0.496057350657248,1.54102648555133
0.0338999999999999,0.438153340021905,-0.464888242944152,1.75261336008754
0.0339999999999999,0.47552825814756,-0.404508497187512,1.90211303259019
0.0340999999999999,0.496057350657233,-0.318711994874396,1.98422940262891
0.0341999999999999,0.499013364214139,-0.212889645782591,1.99605345685657
0.0343,0.484291580564326,-0.0936906572929149,1.93716632225727
0.0344,0.452413526233028,0.0313952597646025,1.80965410493204
0.0345,0.404508497187496,0.154508497187428,1.6180339887499
0.0346,0.342273552964368,0.267913397489463,1.36909421185739
0.0347,0.267913397489528,0.364484313710677,1.07165358995799
0.0348,0.184062276342367,0.438153340021915,0.736249105369363
0.0349,0.0936906572928875,0.484291580564307,0.374762629171466
0.035,2.79312317301085E-14,0.5,-1.96191080118212E-15
0.0351,-0.0936906572928396,0.484291580564322,-0.374762629171442
0.0352,-0.184062276342322,0.438153340021944,-0.736249105369367
0.0353,-0.267913397489487,0.364484313710718,-1.07165358995797
0.0354,-0.342273552964333,0.267913397489514,-1.36909421185737
0.0355,-0.404508497187467,0.154508497187486,-1.61803398874989
0.0356,-0.452413526233007,0.0313952597646627,-1.80965410493204
0.0357,-0.484291580564313,-0.0936906572928557,-1.93716632225726
0.0358,-0.499013364214136,-0.212889645782536,-1.99605345685654
0.0359,-0.496057350657239,-0.318711994874344,-1.98422940262896
0.036,-0.475528258147577,-0.404508497187477,-1.90211303259031
0.0361,-0.43815334002193,-0.46488824294413,-1.75261336008773
0.0362,-0.385256621387889,-0.49605735065724,-1.54102648555158
0.0363,-0.318711994874335,-0.496057350657237,-1.27484797949738
0.0364,-0.240876837050848,-0.46488824294412,-0.963507348203443
0.0365,-0.154508497187459,-0.40450849718746,-0.618033988749917
0.0366,-0.062666616782132,-0.318711994874322,-0.250666467128612
0.0367,0.0313952597646747,-0.21288964578251,0.125581039058642
0.0368,0.124344943582449,-0.0936906572928278,0.497379774329688
0.0369,0.212889645782561,0.0313952597646981,0.851558583130142
0.037,0.293892626146263,0.154508497187513,1.17557050458494
0.0371,0.364484313710726,0.267913397489538,1.45793725484283
0.0372,0.422163962751026,0.364484313710738,1.68865585100401
0.0373,0.46488824294414,0.438153340021957,1.8595529717765
0.0374,0.491143625364351,0.48429158056433,1.96457450145738
0.0375,0.5,0.5,2
0.0376000000000001,0.491143625364336,0.484291580564299,1.96457450145731
0.0377000000000001,0.464888242944109,0.438153340021901,1.85955297177636
0.0378000000000001,0.422163962750981,0.364484313710657,1.68865585100383
0.0379000000000001,0.364484313710669,0.267913397489433,1.45793725484258
0.0380000000000001,0.293892626146189,0.154508497187401,1.17557050458464
0.0381000000000001,0.212889645782485,0.0313952597645742,0.851558583129811
0.0382000000000001,0.124344943582368,-0.0936906572929428,0.497379774329334
0.0383000000000001,0.0313952597645905,-0.212889645782616,0.125581039058277
0.0384000000000001,-0.0626666167822156,-0.318711994874418,-0.250666467128975
0.0385000000000001,-0.154508497187539,-0.404508497187529,-0.618033988750238
0.0386000000000001,-0.240876837050922,-0.464888242944163,-0.963507348203763
0.0387000000000001,-0.318711994874405,-0.496057350657251,-1.27484797949766
0.0388000000000001,-0.385256621387943,-0.496057350657226,-1.54102648555181
0.0389000000000001,-0.438153340021971,-0.464888242944084,-1.75261336008791
0.0390000000000001,-0.475528258147603,-0.404508497187408,-1.90211303259042
0.0391000000000001,-0.496057350657249,-0.318711994874254,-1.984229402629
0.0392000000000001,-0.49901336421413,-0.21288964578243,-1.99605345685652
0.0393000000000001,-0.484291580564292,-0.0936906572927407,-1.93716632225717
0.0394000000000001,-0.452413526232971,0.0313952597647867,-1.80965410493188
0.0395000000000001,-0.404508497187418,0.154508497187597,-1.61803398874969
0.0396000000000001,-0.342273552964271,0.267913397489613,-1.36909421185711
0.0397000000000001,-0.26791339748941,0.364484313710803,-1.07165358995766
0.0398000000000001,-0.184062276342244,0.438153340022,-0.736249105369027
0.0399000000000001,-0.0936906572927568,0.484291580564352,-0.374762629171083
0.0400000000000001,1.12217261562639E-13,0.5,3.63603917959345E-13
0.0401000000000001,0.0936906572929703,0.484291580564277,0.374762629171825
0.0402000000000001,0.184062276342446,0.438153340021855,0.736249105369677
0.0403000000000001,0.267913397489599,0.364484313710597,1.0716535899583
0.0404000000000001,0.34227355296443,0.267913397489358,1.36909421185766
0.0405000000000001,0.404508497187545,0.154508497187317,1.61803398875011
0.0406000000000001,0.452413526233064,0.0313952597644856,1.80965410493219
0.0407000000000001,0.484291580564348,-0.0936906572930369,1.93716632225735
0.0408000000000001,0.499013364214144,-0.212889645782697,1.99605345685657
0.0409000000000001,0.496057350657222,-0.318711994874486,1.98422940262891
0.0410000000000002,0.475528258147534,-0.404508497187581,1.90211303259007
0.0411000000000001,0.438153340021866,-0.464888242944195,1.75261336008755
0.0412000000000002,0.385256621387804,-0.496057350657263,1.54102648555109
0.0413000000000002,0.318711994874232,-0.496057350657215,1.27484797949682
0.0414000000000002,0.240876837050725,-0.464888242944052,0.963507348202777
0.0415000000000002,0.154508497187332,-0.404508497187356,0.618033988749168
0.0416000000000002,0.062666616782,-0.318711994874185,0.250666467127859
0.0417000000000002,-0.0313952597648145,-0.212889645782343,-0.125581039059372
0.0418000000000002,-0.124344943582578,-0.0936906572926535,-0.497379774330424
0.0419000000000002,-0.212889645782682,0.0313952597648752,-0.85155858313083
0.0420000000000002,-0.29389262614637,0.154508497187681,-1.17557050458555
0.0421000000000002,-0.364484313710817,0.267913397489688,-1.45793725484333
0.0422000000000002,-0.422163962751098,0.364484313710864,-1.68865585100444
0.0423000000000002,-0.464888242944189,0.438153340022043,-1.85955297177678
0.0424000000000002,-0.491143625364378,0.484291580564374,-1.96457450145752
0.0425000000000002,-0.5,0.5,-2
0.0426000000000002,-0.491143625364311,0.484291580564255,-1.96457450145724
0.0427000000000002,-0.464888242944058,0.438153340021812,-1.85955297177622
0.0428000000000002,-0.42216396275091,0.364484313710536,-1.68865585100364
